emp232,wage232,emp236,wage236,emp234,wage234,emp314,wage314,emp228,wage228,emp233,wage233,emp394,wage394,emp231,wage231,emp226,wage226,emp387,wage387,emp056,wage056,unem,cpi,minwage,lemp232,lwage232,gemp232,gwage232,lminwage,gmwage,gmwage_1,gmwage_2,gmwage_3,gmwage_4,gmwage_5,gmwage_6,gmwage_7,gmwage_8,gmwage_9,gmwage_10,gmwage_11,gmwage_12,lemp236,gcpi,lcpi,lwage236,gemp236,gwage236,lemp234,lwage234,gemp234,gwage234,lemp314,lwage314,gemp314,gwage314,t
305.9,1.34,79.3,1.47,120.5,1.44,245.2,1.59,104.7,1.5,392.8,1.76,91,1.77,120,1.79,78.1,1.77,28.9,1.97,592.4,1.43,5,29.4,1,5.723258,0.2926696,0.0059013,0.0074906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.373238,0,3.380995,0.3852624,0.0025253,0.006826,4.79165,0.3646432,0.005826,0.0069687,5.502074,0.463734,-0.0052876,0,159
304.7,1.32,73,1.43,118.9,1.44,238.6,1.6,104.2,1.5,362.9,1.71,97,1.76,119.5,1.77,78.3,1.77,28.3,1.97,701.8,1.48,4.1,29.5,1,5.719328,0.2776318,-0.0039301,-0.0150378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29046,0.0033958,3.38439,0.3576744,-0.0827785,-0.027588,4.778283,0.3646432,-0.0133672,0,5.474789,0.4700036,-0.0272856,0.0062696,160
307.8,1.32,76.3,1.45,117.3,1.46,237.2,1.6,104.1,1.52,357,1.71,102.7,1.77,120.1,1.79,78.2,1.78,27.4,1.98,638.9,1.47,3.6,29.5,1,5.72945,0.2776318,0.0101223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.334673,0,3.38439,0.3715636,0.0442133,0.0138892,4.764735,0.3784365,-0.0135479,0.0137933,5.468904,0.4700036,-0.0058851,0,161
310.6,1.33,79.8,1.46,116.9,1.44,243.8,1.6,105,1.52,353.3,1.71,109.1,1.74,121.1,1.9,78.1,1.8,27.6,1.99,636.6,1.47,3.5,29.6,1,5.738506,0.285179,0.0090556,0.0075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.379524,0.0033841,3.387774,0.3784365,0.0448508,0.0068729,4.761319,0.3646432,-0.0034161,-0.0137933,5.496348,0.4700036,0.0274448,0,162
301.4,1.33,78.1,1.47,111.1,1.43,244.5,1.59,101.7,1.51,360.7,1.77,103.8,1.74,114.4,1.85,76.7,1.77,26,1.99,604,1.44,3.8,29.6,1,5.708438,0.285179,-0.0300674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35799,0,3.387774,0.3852624,-0.0215335,0.006826,4.710431,0.3576744,-0.0508881,-0.0069687,5.499215,0.463734,0.0028667,-0.0062696,163
311.6,1.34,79,1.47,118,1.44,248.4,1.59,103.1,1.5,385.2,1.8,110.3,1.74,122,1.92,76.4,1.77,27.9,1.98,595.1,1.44,3.9,29.6,1,5.74172,0.2926696,0.0332818,0.0074906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.369448,0,3.387774,0.3852624,0.0114574,0,4.770685,0.3646432,0.0602541,0.0069687,5.51504,0.463734,0.0158253,0,164
309,1.34,76.3,1.48,118.8,1.45,241,1.59,100.9,1.49,376.5,1.81,113.6,1.74,121,1.91,75.7,1.78,28.5,1.98,628.8,1.47,3.6,29.6,1,5.733341,0.2926696,-0.008379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.334673,0,3.387774,0.3920421,-0.0347748,0.0067797,4.777442,0.3715636,0.0067568,0.0069204,5.484797,0.463734,-0.0302434,0,165
302.5,1.35,75.9,1.47,119.9,1.46,237,1.6,99.8,1.49,364.3,1.82,112.2,1.74,120.2,1.92,75.6,1.8,27.2,1.94,643.3,1.48,3.8,29.8,1,5.712081,0.3001046,-0.0212598,0.007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.329417,0.0067339,3.394508,0.3852624,-0.0052562,-0.0067797,4.786658,0.3784365,0.0092168,0.0068729,5.46806,0.4700036,-0.016737,0.0062696,166
295.8,1.34,74,1.45,118.9,1.46,239.1,1.6,99,1.49,375.4,1.8,101.9,1.77,119.1,1.91,75.2,1.79,27.8,1.95,658.2,1.47,4.3,29.8,1,5.689683,0.2926696,-0.022398,-0.007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.304065,0,3.394508,0.3715636,-0.0253515,-0.0136988,4.778283,0.3784365,-0.0083756,0,5.476882,0.4700036,0.008822,0,167
289.8,1.33,71.7,1.45,114.6,1.46,241.2,1.58,98,1.48,360.2,1.77,86.1,1.79,117.7,1.9,74.7,1.79,26.3,1.97,760.3,1.47,5.5,29.8,1,5.669191,0.285179,-0.0204926,-0.0074906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.272491,0,3.394508,0.3715636,-0.0315747,0,4.741448,0.3784365,-0.0368347,0,5.485626,0.4574249,0.0087442,-0.0125788,168
283.8,1.35,74.4,1.48,109.7,1.47,243.2,1.61,96.2,1.49,360.7,1.8,76.7,1.83,117.4,1.9,73.3,1.79,25,2.01,625.7,1.51,6.8,29.8,1,5.64827,0.3001046,-0.0209212,0.0149256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.309456,0,3.394508,0.3920421,0.0369654,0.0204785,4.697749,0.3852624,-0.0436988,0.006826,5.493884,0.4762342,0.0082579,0.0188093,169
290.3,1.34,77.3,1.49,112.7,1.47,244.4,1.61,96.4,1.49,375.9,1.81,81.8,1.83,116.9,1.89,72.8,1.81,23.4,2.01,586,1.48,7.2,29.8,1,5.670915,0.2926696,0.022645,-0.007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347694,0,3.394508,0.3987761,0.038238,0.006734,4.72473,0.3852624,0.0269804,0,5.498806,0.4762342,0.0049219,0,170
290.2,1.35,75.6,1.48,113,1.47,240.7,1.63,96.7,1.49,386,1.83,85.6,1.82,115.1,1.9,72.8,1.8,24.1,2.04,622.1,1.47,6.6,29.8,1,5.67057,0.3001046,-0.0003443,0.007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.325456,0,3.394508,0.3920421,-0.0222378,-0.006734,4.727388,0.3852624,0.0026584,0,5.483552,0.48858,-0.0152545,0.0123458,171
289.9,1.34,70.8,1.46,112.9,1.46,234.8,1.62,97.2,1.49,368,1.81,91.6,1.8,109.7,1.91,73.1,1.8,23.8,2.02,615.8,1.48,5.5,29.8,1,5.669536,0.2926696,-0.0010343,-0.007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259859,0,3.394508,0.3784365,-0.0655971,-0.0136056,4.726502,0.3784365,-0.0008855,-0.006826,5.458734,0.4824262,-0.0248175,-0.0061539,172
292.5,1.34,73.7,1.47,111.7,1.47,236.2,1.62,98.5,1.49,352.8,1.78,97.8,1.79,111.1,1.94,73.1,1.8,25,2.02,626.2,1.49,5.2,29.8,1,5.678465,0.2926696,0.0089288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.300003,0,3.394508,0.3852624,0.0401435,0.006826,4.715816,0.3852624,-0.0106859,0.006826,5.464679,0.4824262,0.0059447,0,173
297.6,1.34,78.3,1.48,112.1,1.45,243.1,1.62,99.8,1.5,350.1,1.8,101.8,1.78,115.2,1.93,73.5,1.8,26,2.01,631.3,1.5,4.6,29.8,1,5.69575,0.2926696,0.0172853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.360548,0,3.394508,0.3920421,0.060545,0.0067797,4.719391,0.3715636,0.0035748,-0.0136988,5.493473,0.4824262,0.0287943,0,174
293,1.33,79,1.48,108.5,1.45,240.8,1.61,98.5,1.5,352.7,1.87,100.2,1.8,110.5,1.9,72.3,1.8,26.5,2.04,602.7,1.49,4.6,30,1,5.680172,0.285179,-0.0155778,-0.0074906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.369448,0.0066891,3.401197,0.3920421,0.0089002,0,4.68675,0.3715636,-0.0326414,0,5.483967,0.4762342,-0.0095062,-0.006192,175
304.9,1.34,79.9,1.5,116.4,1.46,244.2,1.63,101.1,1.51,378.9,1.89,107.4,1.77,116,1.94,73.2,1.79,28.1,2.02,595.3,1.49,4.4,29.9,1,5.719984,0.2926696,0.0398116,0.0074906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.380776,-0.0033391,3.397858,0.4054651,0.0113282,0.013423,4.757032,0.3784365,0.0702825,0.0068729,5.497988,0.48858,0.0140209,0.0123458,176
302.5,1.4,75.9,1.52,117.2,1.5,236.1,1.65,101.4,1.52,370.8,1.88,110.8,1.77,115.5,1.93,73.5,1.79,28.9,2.05,626.3,1.51,3.9,30,1.15,5.712081,0.3364722,-0.0079026,0.0438026,0.1397619,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,4.329417,0.0033391,3.401197,0.4187103,-0.0513592,0.0132452,4.763882,0.4054651,0.0068493,0.0270286,5.464255,0.5007753,-0.0337324,0.0121953,177
302.2,1.42,76.7,1.53,119.2,1.51,233.2,1.66,101.6,1.51,373.1,1.93,114.8,1.77,114.7,1.96,73.7,1.81,29.1,2.08,634.3,1.53,3.7,30,1.15,5.711089,0.3506568,-0.0009923,0.0141846,0.1397619,0,0.1397619,0,0,0,0,0,0,0,0,0,0,0,4.339901,0,3.401197,0.4252677,0.0104847,0.0065574,4.780803,0.4121096,0.016921,0.0066445,5.451897,0.5068176,-0.0123587,0.0060423,178
303.8,1.42,75.8,1.52,120,1.53,237.3,1.66,101.9,1.52,378.5,1.88,110.4,1.78,112.9,1.94,74.6,1.81,29.3,2.07,654.8,1.53,3.9,30,1.15,5.71637,0.3506568,0.0052805,0,0.1397619,0,0,0.1397619,0,0,0,0,0,0,0,0,0,0,4.328098,0,3.401197,0.4187103,-0.0118032,-0.0065574,4.787492,0.4252677,0.0066891,0.0131581,5.469325,0.5068176,0.0174284,0,179
304.3,1.42,75.5,1.52,118.1,1.52,241.4,1.66,102.6,1.51,375.2,1.9,93.1,1.83,116.9,1.94,74.9,1.81,28.1,2.07,757.2,1.53,4.5,30,1.15,5.718014,0.3506568,0.0016446,0,0.1397619,0,0,0,0.1397619,0,0,0,0,0,0,0,0,0,4.324132,0,3.401197,0.4187103,-0.0039659,0,4.771532,0.4187103,-0.0159602,-0.0065574,5.486455,0.5068176,0.0171304,0,180
301.2,1.42,76.2,1.52,114.2,1.51,243.4,1.66,102.2,1.51,372,1.89,82.5,1.85,115.5,1.94,74.6,1.81,27.8,2.11,616.6,1.56,5.3,30,1.15,5.707775,0.3506568,-0.0102396,0,0.1397619,0,0,0,0,0.1397619,0,0,0,0,0,0,0,0,4.333362,0,3.401197,0.4187103,0.0092292,0,4.737951,0.4121096,-0.0335803,-0.0066007,5.494706,0.5068176,0.0082507,0,181
307.9,1.42,79.3,1.52,115.3,1.51,243.5,1.67,103.1,1.51,388.3,1.9,86.9,1.85,116.5,1.93,74.7,1.82,28.2,2.1,594.4,1.54,5.3,30.1,1.15,5.729775,0.3506568,0.0220003,0,0.1397619,0,0,0,0,0,0.1397619,0,0,0,0,0,0,0,4.373238,0.0033278,3.404525,0.4187103,0.0398765,0,4.747538,0.4121096,0.0095863,0,5.495117,0.5128236,0.0004106,0.006006,182
311.2,1.42,79.8,1.53,116.5,1.53,243.7,1.68,102.8,1.54,396.4,1.91,90.8,1.84,116.2,1.94,75.2,1.85,28.3,2.09,600.6,1.52,5.1,30.1,1.15,5.740436,0.3506568,0.0106606,0,0.1397619,0,0,0,0,0,0,0.1397619,0,0,0,0,0,0,4.379524,0,3.404525,0.4252677,0.0062857,0.0065574,4.757891,0.4252677,0.0103536,0.0131581,5.495938,0.5187938,0.0008211,0.0059702,183
313.4,1.41,75.1,1.51,115.5,1.53,240.8,1.68,103,1.54,390.5,1.89,99.8,1.84,115.2,1.94,75.1,1.86,27.7,2.1,679.3,1.56,4.4,30.2,1.15,5.74748,0.3435897,0.0070448,-0.0070671,0.1397619,0,0,0,0,0,0,0,0.1397619,0,0,0,0,0,4.31882,0.0033166,3.407842,0.4121096,-0.0607033,-0.0131581,4.74927,0.4252677,-0.0086207,0,5.483967,0.5187938,-0.011971,0,184
317.1,1.41,76.3,1.51,114,1.52,238.6,1.68,102.9,1.55,374.7,1.86,104.1,1.84,114.8,1.96,74.9,1.85,28.2,2.1,639.4,1.56,3.5,30.2,1.15,5.759217,0.3435897,0.0117369,0,0.1397619,0,0,0,0,0,0,0,0,0.1397619,0,0,0,0,4.334673,0,3.407842,0.4121096,0.0158525,0,4.736198,0.4187103,-0.013072,-0.0065574,5.474789,0.5187938,-0.0091782,0,185
323.1,1.42,80.1,1.53,114.6,1.51,243.6,1.68,103.3,1.55,375.9,1.85,108,1.83,118.4,1.96,75.4,1.87,28.6,2.1,632.5,1.56,3.6,30.2,1.15,5.777962,0.3506568,0.0187445,0.0070671,0.1397619,0,0,0,0,0,0,0,0,0,0.1397619,0,0,0,4.383276,0,3.407842,0.4252677,0.0486031,0.0131581,4.741448,0.4121096,0.0052495,-0.0066007,5.495528,0.5187938,0.0207391,0,186
316.3,1.41,78.9,1.52,111.1,1.5,240.8,1.67,100.8,1.54,369.8,1.9,107.9,1.83,114.1,1.93,73.8,1.85,27.3,2.1,600.1,1.55,3.6,30.3,1.15,5.756691,0.3435897,-0.0212708,-0.0070671,0.1397619,0,0,0,0,0,0,0,0,0,0,0.1397619,0,0,4.368181,0.0033057,3.411148,0.4187103,-0.0150948,-0.0065574,4.710431,0.4054651,-0.0310173,-0.0066445,5.483967,0.5128236,-0.0115609,-0.0059702,187
327.1,1.42,79,1.53,117,1.51,244.9,1.68,103.3,1.54,395,1.94,111.8,1.8,118.5,1.96,74.5,1.84,28.4,2.08,599,1.54,3.6,30.3,1.15,5.790266,0.3506568,0.0335751,0.0070671,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0.1397619,0,4.369448,0,3.411148,0.4252677,0.0012665,0.0065574,4.762174,0.4121096,0.0517435,0.0066445,5.50085,0.5187938,0.0168829,0.0059702,188
327,1.43,77.4,1.53,118,1.52,238.1,1.69,102.4,1.55,388,1.94,114.1,1.81,118.6,1.96,74.7,1.85,28.6,2.1,628.7,1.56,3.3,30.4,1.15,5.78996,0.3576744,-0.0003057,0.0070176,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0.1397619,4.348987,0.0032949,3.414443,0.4252677,-0.0204611,0,4.770685,0.4187103,0.0085106,0.0066007,5.472691,0.5247285,-0.0281591,0.0059348,189
325.5,1.43,77.5,1.52,119.7,1.52,234.4,1.68,102.3,1.55,379.9,1.91,117.2,1.83,117.6,1.95,75.2,1.87,28.6,2.1,637.8,1.56,2.9,30.4,1.15,5.785362,0.3576744,-0.0045981,0,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.350278,0,3.414443,0.4187103,0.0012913,-0.0065574,4.784988,0.4187103,0.0143037,0,5.457029,0.5187938,-0.0156617,-0.0059348,190
324.8,1.43,76.8,1.51,118.9,1.53,236.5,1.69,101.5,1.55,381.3,1.89,110.7,1.82,116.7,1.95,75.3,1.87,28.5,2.08,656.1,1.57,3.4,30.4,1.15,5.78321,0.3576744,-0.0021524,0,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.341205,0,3.414443,0.4121096,-0.0090733,-0.0066007,4.778283,0.4252677,-0.0067058,0.0065574,5.465948,0.5247285,0.0089192,0.0059348,191
321.5,1.42,74.7,1.5,116.3,1.52,239,1.68,101.4,1.54,378.1,1.89,91.6,1.89,117.1,1.95,75.6,1.88,28.1,2.11,753.7,1.57,4.2,30.4,1.15,5.772997,0.3506568,-0.0102124,-0.0070176,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31348,0,3.414443,0.4054651,-0.0277247,-0.0066445,4.756173,0.4187103,-0.0221095,-0.0065574,5.476463,0.5187938,0.0105152,-0.0059348,192
316.9,1.44,75.7,1.54,113,1.52,236.4,1.69,99.9,1.55,376.4,1.91,81.6,1.92,116.4,1.95,74.7,1.85,27.5,2.11,620.7,1.6,5.5,30.4,1.15,5.758586,0.3646432,-0.014411,0.0139863,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.326778,0,3.414443,0.4317824,0.013298,0.0263173,4.727388,0.4187103,-0.0287852,0,5.465525,0.5247285,-0.0109382,0.0059348,193
319.7,1.43,78.3,1.53,114.2,1.52,237.7,1.68,99.9,1.55,397.7,1.92,86.1,1.91,116.2,1.95,74.6,1.88,27.3,2.12,593.6,1.58,5.7,30.4,1.15,5.767383,0.3576744,0.0087967,-0.0069687,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.360548,0,3.414443,0.4252677,0.0337696,-0.0065147,4.737951,0.4187103,0.0105634,0,5.471009,0.5187938,0.0054841,-0.0059348,194
320.6,1.44,78.6,1.53,114.9,1.54,235,1.7,99.7,1.56,406.3,1.93,91.4,1.89,115.8,1.97,74.9,1.88,27.7,2.12,603.2,1.56,5,30.5,1.15,5.770194,0.3646432,0.002811,0.0069687,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.364372,0.0032842,3.417727,0.4252677,0.0038242,0,4.744062,0.4317824,0.0061111,0.0130721,5.459586,0.5306283,-0.0114236,0.0118345,195
323.4,1.43,72.6,1.52,114.8,1.53,229.3,1.7,100.2,1.55,391.3,1.89,95.7,1.88,114.7,1.96,75.1,1.87,28.4,2.11,682.9,1.6,4.1,30.5,1.15,5.77889,0.3576744,0.0086961,-0.0069687,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.284965,0,3.417727,0.4187103,-0.0794067,-0.0065574,4.743192,0.4252677,-0.0008707,-0.0065147,5.435031,0.5306283,-0.0245543,0,196
326.3,1.42,76.9,1.53,114.5,1.53,229.1,1.7,100.7,1.56,389.3,1.88,102.3,1.87,116.4,1.99,74.8,1.87,28.6,2.13,622.6,1.59,3.5,30.5,1.15,5.787817,0.3506568,0.0089269,-0.0070176,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.342506,0,3.417727,0.4252677,0.0575409,0.0065574,4.740575,0.4252677,-0.0026169,0,5.434159,0.5306283,-0.0008726,0,197
329.5,1.43,79.1,1.53,114.5,1.53,232,1.71,101.9,1.57,381.9,1.86,103.4,1.86,117.4,2.09,75.3,1.89,29.8,2.11,623.4,1.59,3.1,30.6,1.15,5.797576,0.3576744,0.0097594,0.0070176,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.370713,0.0032732,3.421,0.4252677,0.0282068,0,4.740575,0.4252677,0,0,5.446737,0.5364934,0.0125785,0.0058652,198
325.2,1.44,78,1.54,112,1.52,232.1,1.69,99,1.57,387,1.91,104.5,1.86,112.8,2.06,74.4,1.86,29.6,2.1,593.7,1.58,3.2,30.7,1.15,5.784441,0.3646432,-0.0131359,0.0069687,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.356709,0.0032628,3.424263,0.4317824,-0.0140038,0.0065147,4.718499,0.4187103,-0.0220761,-0.0065574,5.447168,0.5247285,0.0004311,-0.0117649,199
334.5,1.44,78.1,1.55,119.4,1.54,234.4,1.71,102.4,1.57,407,1.94,113.6,1.84,115.6,2.1,75.1,1.88,30.7,2.11,598.3,1.57,3.2,30.7,1.15,5.812637,0.3646432,0.0281963,0,0.1397619,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35799,0,3.424263,0.4382549,0.0012813,0.0064725,4.782479,0.4317824,0.0639806,0.0130721,5.457029,0.5364934,0.0098605,0.0117649,200
329.6,1.5,76.5,1.61,121.6,1.59,229.3,1.74,102.2,1.58,403.2,1.98,117.5,1.85,115.3,2.11,75.3,1.87,31.3,2.1,622.6,1.61,2.7,30.7,1.25,5.79788,0.4054651,-0.0147572,0.0408219,0.2231435,0.0833816,0,0,0,0,0,0,0,0,0,0,0,0,4.337291,0,3.424263,0.4762342,-0.0206995,0.0379793,4.800737,0.463734,0.0182576,0.0319516,5.435031,0.5538851,-0.0219975,0.0173917,201
327,1.51,76.6,1.6,123.7,1.59,226.4,1.74,102.2,1.58,402.4,1.97,119.7,1.87,112.8,2.12,75.5,1.89,31.8,2.08,627.5,1.6,2.8,30.8,1.25,5.78996,0.4121096,-0.0079193,0.0066445,0.2231435,0,0.0833816,0,0,0,0,0,0,0,0,0,0,0,4.338597,0.0032518,3.427515,0.4700036,0.0013061,-0.0062306,4.817859,0.463734,0.0171223,0,5.422303,0.5538851,-0.0127282,0,202
322.9,1.5,75.2,1.58,124.4,1.6,227.8,1.74,102.5,1.6,394.2,1.93,112.8,1.89,112.7,2.11,76.2,1.93,31.5,2.09,645.1,1.61,3.5,30.8,1.25,5.777343,0.4054651,-0.0126176,-0.0066445,0.2231435,0,0,0.0833816,0,0,0,0,0,0,0,0,0,0,4.320151,0,3.427515,0.4574249,-0.0184455,-0.0125788,4.823502,0.4700036,0.0056429,0.0062696,5.428468,0.5538851,0.006165,0,203
319.3,1.51,74.7,1.56,120.5,1.6,230,1.73,103.2,1.61,394.3,1.94,95.6,1.9,114.9,2.1,76.3,1.95,30.3,2.1,750,1.6,3.9,30.9,1.25,5.766131,0.4121096,-0.0112119,0.0066445,0.2231435,0,0,0,0.0833816,0,0,0,0,0,0,0,0,0,4.31348,0.0032415,3.430756,0.4446858,-0.0066714,-0.0127391,4.79165,0.4700036,-0.0318522,0,5.438079,0.5481214,0.0096111,-0.0057637,204
315.1,1.5,76.3,1.59,116.9,1.61,230.3,1.74,102.9,1.61,393.8,1.95,84.8,1.93,114.3,2.09,75.7,1.93,29.3,2.12,613.5,1.63,4.7,30.9,1.25,5.75289,0.4054651,-0.0132408,-0.0066445,0.2231435,0,0,0,0,0.0833816,0,0,0,0,0,0,0,0,4.334673,0,3.430756,0.463734,0.021193,0.0190482,4.761319,0.4762342,-0.0303311,0.0062306,5.439383,0.5538851,0.0013037,0.0057637,205
319.5,1.51,79.3,1.61,118.4,1.62,231.1,1.75,103.5,1.61,414.4,1.97,89.6,1.93,114.8,2.09,75.7,1.95,29,2.11,592.8,1.61,4.5,30.9,1.25,5.766757,0.4121096,0.0138674,0.0066445,0.2231435,0,0,0,0,0,0.0833816,0,0,0,0,0,0,0,4.373238,0,3.430756,0.4762342,0.0385652,0.0125002,4.774069,0.4824262,0.0127501,0.006192,5.442851,0.5596158,0.0034676,0.0057307,206
320.9,1.52,75.7,1.59,119.1,1.62,229.2,1.77,103.6,1.61,414.3,1.97,92.4,1.93,114.8,2.09,76,1.94,29,2.13,626.3,1.59,4.2,30.9,1.25,5.77113,0.4187103,0.0043721,0.0066007,0.2231435,0,0,0,0,0,0,0.0833816,0,0,0,0,0,0,4.326778,0,3.430756,0.463734,-0.0464602,-0.0125002,4.779963,0.4824262,0.0058947,0,5.434595,0.5709795,-0.0082555,0.0113637,207
322.4,1.51,75.1,1.6,118,1.63,225.1,1.77,103.7,1.61,398.7,1.95,97.9,1.92,111.7,2.1,76,1.93,29,2.14,612.5,1.62,3.4,30.9,1.25,5.775793,0.4121096,0.0046635,-0.0066007,0.2231435,0,0,0,0,0,0,0,0.0833816,0,0,0,0,0,4.31882,0,3.430756,0.4700036,-0.0079575,0.0062696,4.770685,0.48858,-0.0092788,0.0061539,5.416545,0.5709795,-0.0180502,0,208
324.8,1.51,78.3,1.61,117.8,1.62,227.7,1.77,103.8,1.61,395,1.93,102.2,1.9,114.7,2.1,75.9,1.94,29,2.13,626.5,1.64,2.7,30.9,1.25,5.78321,0.4121096,0.0074167,0,0.2231435,0,0,0,0,0,0,0,0,0.0833816,0,0,0,0,4.360548,0,3.430756,0.4762342,0.0417271,0.0062306,4.768988,0.4824262,-0.0016966,-0.0061539,5.428029,0.5709795,0.0114841,0,209
330.8,1.51,81.4,1.63,118.6,1.61,232.4,1.78,105.7,1.62,400.2,1.93,108.3,1.91,116.2,2.09,76.3,1.94,29.5,2.16,628.5,1.62,2.8,31,1.25,5.801514,0.4121096,0.0183043,0,0.2231435,0,0,0,0,0,0,0,0,0,0.0833816,0,0,0,4.399375,0.003231,3.433987,0.48858,0.0388279,0.0123458,4.775756,0.4762342,0.0067682,-0.006192,5.44846,0.5766134,0.020431,0.0056338,210
325.7,1.51,79.3,1.63,115.9,1.6,232.8,1.77,101.3,1.62,394.7,1.98,105.7,1.9,107.4,2.05,75.6,1.91,29.2,2.14,607.4,1.62,2.7,31.1,1.25,5.785977,0.4121096,-0.0155373,0,0.2231435,0,0,0,0,0,0,0,0,0,0,0.0833816,0,0,4.373238,0.0032208,3.437208,0.48858,-0.0261374,0,4.752728,0.4700036,-0.0230284,-0.0062306,5.45018,0.5709795,0.0017195,-0.0056338,211
334.5,1.52,78.9,1.63,122.7,1.61,235.1,1.78,106,1.62,418,2,112,1.9,116.3,2.1,76.6,1.92,28.9,2.14,608.7,1.61,2.6,31,1.25,5.812637,0.4187103,0.02666,0.0066007,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0.0833816,0,4.368181,-0.0032208,3.433987,0.48858,-0.0050569,0,4.809742,0.4762342,0.0570145,0.0062306,5.460011,0.5766134,0.0098314,0.0056338,212
333.7,1.54,77,1.64,124.2,1.62,230.3,1.79,105.6,1.65,414.7,2,120.1,1.9,116.1,2.1,76.2,1.95,30.5,2.18,633.7,1.65,2.4,31.1,1.25,5.810243,0.4317824,-0.0023942,0.0130721,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,0.0833816,4.343805,0.0032208,3.437208,0.4946962,-0.0243759,0.0061162,4.821893,0.4824262,0.0121508,0.006192,5.439383,0.5822156,-0.020628,0.0056022,213
332.8,1.53,77.2,1.64,125.1,1.63,228,1.78,105.6,1.67,412.8,2.01,123.7,1.9,115.9,2.11,76,1.99,31.1,2.17,642.8,1.66,2.4,31.1,1.25,5.807542,0.4252677,-0.0027008,-0.0065147,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,0,4.346399,0,3.437208,0.4946962,0.002594,0,4.829113,0.48858,0.0072203,0.0061539,5.429346,0.5766134,-0.0100374,-0.0056022,214
334.6,1.54,76.4,1.65,124.8,1.64,230.4,1.79,106.2,1.68,412.8,1.99,120.6,1.89,116.5,2.12,76.2,2.01,30.4,2.17,661.7,1.65,2.6,31.2,1.25,5.812936,0.4317824,0.005394,0.0065147,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335983,0.0032101,3.440418,0.5007753,-0.0104165,0.006079,4.826713,0.4946962,-0.0024009,0.0061162,5.439817,0.5822156,0.0104713,0.0056022,215
334.2,1.54,76,1.65,121.6,1.62,233.6,1.79,106.7,1.67,406.3,1.98,104.6,1.92,118,2.11,76.7,1.99,30.1,2.18,780.5,1.66,3.3,31.2,1.25,5.811739,0.4317824,-0.0011964,0,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,0,4.330733,0,3.440418,0.5007753,-0.0052495,0,4.800737,0.4824262,-0.0259757,-0.0122701,5.45361,0.5822156,0.0137935,0,216
334.5,1.54,77.6,1.66,117,1.62,233.2,1.81,106.6,1.68,408.7,1.99,91.7,1.96,117.5,2.12,76.5,1.97,29.7,2.18,640.4,1.69,4,31.2,1.25,5.812637,0.4317824,0.0008974,0,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,0,4.351567,0,3.440418,0.5068176,0.020834,0.0060423,4.762174,0.4824262,-0.0385628,0,5.451897,0.5933268,-0.0017138,0.0111112,217
338.5,1.54,79.9,1.67,118.5,1.64,234.9,1.81,106.3,1.69,424.7,2.01,97,1.96,118.1,2.11,77,2,29.7,2.16,616.5,1.66,4.2,31.2,1.25,5.824524,0.4317824,0.0118871,0,0.2231435,0,0,0,0,0,0,0,0,0,0,0,0,0,4.380776,0,3.440418,0.5128236,0.0292087,0.006006,4.774913,0.4946962,0.0127387,0.0122701,5.45916,0.5933268,0.0072632,0,218
